,Title,Abstract,Classes,Text
419,Applying deep learning in word embedding for making a diagnosis prediction model from orthopedic clinical note,"© 2019 Association for Computing Machinery.We propose deep learning in word embedding for making a diagnostic prediction model. One factor that causes uncertainties in diagnostic is the inexperience of physicians. The diagnosis errors lead to incorrect and delay in treatment, waste of time and money. To solve the problem, a differential diagnosis is a critical tool. It is powerful and does not introduce additional work to physician. Our method applied a deep learning tool together with word embedding from existing diagnosis texts in medical system. The model takes the clinical notes from a physician. The note is then used to analyze the possibilities of diseases. The output is sorted by model confidence. We validate our model with True Positive Rate (Recall), False Positive Rate (Precision) and accuracy. Our model achieves a new record of accuracy at 99.95% The highest recall rate is at 86.64% in top first prediction.","['ENV', 'BME', 'CPE', 'EDU']",apply deep learning in word embed for make a diagnosis prediction model from orthopedic clinical note association for compute machinery we propose deep learning in word embed for make a diagnostic prediction model one factor that cause uncertainty in diagnostic be the inexperience of physician the diagnosis error lead to incorrect and delay in treatment waste of time and money to solve the problem a differential diagnosis be a critical tool it be powerful and do not introduce additional work to physician our method apply a deep learning tool together with word embed from exist diagnosis text in medical system the model take the clinical note from a physician the note be then use to analyze the possibility of disease the output be sort by model confidence we validate our model with true positive rate recall false positive rate precision and accuracy our model achieve a new record of accuracy at the high recall rate be at in top first prediction
420,Performance Comparison of Lightweight CNN Models for Drone Collision Avoidance Dataset,"© 2023 IEEE.Collision Avoidance System (CAS) is important for drone safety. CAS consists of three steps e.g., obstacle sensing, collision prediction, and collision avoidance. Collision prediction enables drones to gain information, process information, and estimate whether the object has a risk of collision. Convolution Neural Network (CNN) is one of the methods that can be employed for collision prediction. However, CNN is a method that needs a large data in the training. Dario Pedro et al. provided a dataset called the CoLANet dataset that consists of VDOs of collision drones. Subsequently, they proposed a new algorithm called Neural Network Pipeline which has a Convolution Neural Network (CNN) part to extract the feature from a couple of images. CNN extracts images by using MobileNetV2 as a pre-trained model. They chose MobileNetV2 due to training performance from another dataset. This paper aims to assess the performance of lightweight CNN models using the CoLANet dataset. The models will be trained on the Keras library with parameters of fewer than ten million. The models will be validated by Confusion Matrix and Receiver Operating Characteristics. In conclusion, we examine which pre-trained CNN model has the best performance and suggest ongoing work.","['EE', 'CPE', 'SAFETY']",performance comparison of lightweight cnn model for drone collision avoidance dataset ieee collision avoidance system cas be important for drone safety cas consist of three step e g obstacle sense collision prediction and collision avoidance collision prediction enable drone to gain information process information and estimate whether the object have a risk of collision convolution neural network cnn be one of the method that can be employ for collision prediction however cnn be a method that need a large datum in the training dario pedro et al provide a dataset call the colanet dataset that consist of vdo of collision drone subsequently they propose a new algorithm call neural network pipeline which have a convolution neural network cnn part to extract the feature from a couple of image cnn extract image by use mobilenetv as a pre train model they choose mobilenetv due to training performance from another dataset this paper aim to assess the performance of lightweight cnn model use the colanet dataset the model will be train on the keras library with parameter of few than ten million the model will be validate by confusion matrix and receiver operate characteristic in conclusion we examine which pre train cnn model have the good performance and suggest ongoing work
421,Enhancing the Hydrodeoxygenation and Isomerization using Re Nanoparticles Decorated on Ni/SAPO-11 Catalysts for Direct Production of Low-Cold Flow Diesel from Triglycerides,"© 2023 Wiley-VCH GmbH.The novel bifunctional Ni−Re supported on bimodal SAPO-11 catalyst was designed for an economically combined process of direct triglycerides hydro-deoxygenation and isomerization into low-cold flow diesel. The catalyst with a Ni to Re molar ratio of 1 : 0.12 exhibited superior performance for diesel production containing large fraction of iso-alkanes in comparison to Ni and Re benchmarks. Comprehensive characterizations revealed that the detection of Ni and Re co-existed with NiO and ReOx on SAPO-11 after the reduction confirmed by XRD, XANES, and XPS analysis gave a large distribution of Lewis acid sites (>80 %) noticed by Pyridine-DRIFTS measurement. Under investigations of WHSV, reaction temperature, and H2 pressure, the NiRe0.12 catalyst contributed a nearly theoretical 77.1 % liquid yield, accompanied by a 18.2 % jet-range and 52.1 % diesel-range yields with a classification for 46.8 % iso-alkanes and 23.5 % normal alkanes yields; whereas, the cold-flow properties of liquid product were in the ranges of winter diesel standard. It was remarkably noticed that the combination effects of Ni and nanosized Re species substantially improved the diesel production comprising iso-alkanes components with proper catalyst lifetime and low carbon deposition attributing to the fabricated active metal species on bimodal SAPO-11 features with large distribution of Lewis acidic sites.","['METAL', 'ME', 'NANO', 'CHE', 'AGRI']",enhance the hydrodeoxygenation and isomerization use re nanoparticle decorate on ni sapo catalyst for direct production of low cold flow diesel from triglyceride wiley vch gmbh the novel bifunctional ni re support on bimodal sapo catalyst be design for an economically combine process of direct triglyceride hydro deoxygenation and isomerization into low cold flow diesel the catalyst with a ni to re molar ratio of exhibit superior performance for diesel production contain large fraction of iso alkane in comparison to ni and re benchmark comprehensive characterization reveal that the detection of ni and re co exist with nio and reox on sapo after the reduction confirm by xrd xanes and xps analysis give a large distribution of lewis acid site notice by pyridine drift measurement under investigation of whsv reaction temperature and h pressure the nire catalyst contribute a nearly theoretical liquid yield accompany by a jet range and diesel range yield with a classification for iso alkane and normal alkane yield whereas the cold flow property of liquid product be in the range of winter diesel standard it be remarkably notice that the combination effect of ni and nanosized re specie substantially improve the diesel production comprise iso alkane component with proper catalyst lifetime and low carbon deposition attribute to the fabricated active metal specie on bimodal sapo feature with large distribution of lewis acidic site
422,Influence of CaO precursor on CO2 capture performance and sorption-enhanced steam ethanol reforming,"© 2018 Hydrogen Energy Publications LLCThis work presents the effect of calcium and carbonate precursors on properties of CaCO3. The synthetic CaCO3 samples were transformed into CaO and tested their application to high-temperature CO2 capture. Four different sorbent precursors were investigated in this work, including calcium chloride (CaCl2) and calcium acetate (CaAc2) as calcium precursor, and sodium carbonate (Na2CO3) and urea (CO(NH2)2) as carbonate precursor. The results show that both calcium and carbonate precursors affect morphologies of CaCO3; CaCO3,Cl-Urea, and CaCO3,Cl-Na have calcite phase, whereas mixed-phases of calcite (30%) and vaterite (70%) are observed with CaCO3,Ac-Na, and aragonite is found with CaCO3,Ac-Urea. CaCO3,Cl-Na exhibits small cubic (rhombohedral) particle, CaCO3,Cl-Urea possesses spherical particle with rough surface, CaCO3,Ac-Na has spherical-like morphology with smooth surface, and CaCO3,Ac-Urea possesses aggregated form of CaCO3 particles. For application to CO2 capture, CaO derived from CaCO3,Ac-Urea provides the highest CaO conversion of 80% at 700 °C. The synthetic CaO-based sorbents were further incorporated with nickel oxide to form one-body bi-functional catalysts for H2 production from sorption-enhanced steam ethanol reforming. The results show that 87%H2 purity could be obtained with pre-breakthrough period of 60 min. Sorbent reactivity can be maintained the production of H2 for at least 10 consecutive cycle tests.","['PE', 'CHE', 'MATSCI']",influence of cao precursor on co capture performance and sorption enhance steam ethanol reform hydrogen energy publication llcthis work present the effect of calcium and carbonate precursor on property of caco the synthetic caco sample be transform into cao and test their application to high temperature co capture four different sorbent precursor be investigate in this work include calcium chloride cacl and calcium acetate caac as calcium precursor and sodium carbonate na co and urea co nh as carbonate precursor the result show that both calcium and carbonate precursor affect morphology of caco caco cl urea and caco cl na have calcite phase whereas mix phase of calcite and vaterite be observe with caco ac na and aragonite be find with caco ac urea caco cl na exhibit small cubic rhombohedral particle caco cl urea possess spherical particle with rough surface caco ac na have spherical like morphology with smooth surface and caco ac urea possesse aggregate form of caco particle for application to co capture cao derive from caco ac urea provide the high cao conversion of at c the synthetic cao base sorbent be far incorporate with nickel oxide to form one body bi functional catalyst for h production from sorption enhance steam ethanol reform the result show that h purity could be obtain with pre breakthrough period of min sorbent reactivity can be maintain the production of h for at least consecutive cycle test
423,The role of ruthenium on the acidity of mixed alumina and silica phases and its impact on activity for ethanol dehydration,"© 2021 Canadian Society for Chemical Engineering.Ruthenium catalysts anchored on three distinct supports (γ-Al2O3, γ-χ-Al2O3, and silica [SiO2]) are tested for ethanol dehydration at 250°C. The catalytic materials were characterized using X-ray diffraction (XRD), N2 physisorption, ammonia temperature programmed desorption (NH3-TPD), FTIR, UV-Vis spectroscopy, in situ UV-Vis spectroscopy, H2 temperature programmed reduction experiments (H2-TPR), and thermogravimetric analysis (TGA) after reaction. The activity was correlated to the number of acid sites present in the support. However, the addition of Ru increased the activity for alumina supported catalysts. Product selectivity depends on the nature of the acid sites present on the catalytic material, with ruthenium playing a critical role on the acid properties of the catalysts.","['METAL', 'CHE']",the role of ruthenium on the acidity of mixed alumina and silica phase and its impact on activity for ethanol dehydration canadian society for chemical engineering ruthenium catalyst anchor on three distinct support γ al o γ χ al o and silica sio be test for ethanol dehydration at c the catalytic material be characterize use x ray diffraction xrd n physisorption ammonia temperature program desorption nh tpd ftir uv vis spectroscopy in situ uv vis spectroscopy h temperature program reduction experiment h tpr and thermogravimetric analysis tga after reaction the activity be correlate to the number of acid site present in the support however the addition of ru increase the activity for alumina support catalyst product selectivity depend on the nature of the acid site present on the catalytic material with ruthenium play a critical role on the acid property of the catalyst
424,Effect of small amounts of Al on the surface silanol structure and their correlation to the improved catalytic performances of WOx/SiO2–Al2O3 in the propene self-metathesis,"© 2021 Elsevier LtdSurface silanol structures, acid properties, and tungsten dispersion of the sol-gel-derived 7W/SiO2–xAl2O3 (x = 0.2–23 wt%) were investigated by means of 29Si, 27Al, and 1H MAS NMR, NH3-TPD, in-situ NH3-IR spectroscopy, XRD, and Raman spectroscopy. The surface silanol structure changed upon Al and tungsten loadings; however, loading of 1 wt% Al2O3 appeared to be the threshold for preserving the Si(OH)Al with isolated bridge after impregnation of 7 wt% W. The 7W/SiO2–1Al2O3 (1 wt% Al2O3) was also found to exhibit the lowest ratio of Bronsted to Lewis acid with the highest amount of Lewis acid sites and the best catalyst performances in propene self-metathesis at 550 °C in terms of both propene conversion and ethylene/butene selectivity. Despite its low tungsten dispersion, the metathesis activity was correlated well with the higher amount of tungsten carbene species, which were formed on the catalysts containing higher isolated bridge silanol and the presence of higher Lewis acid sites.","['METAL', 'CHE']",effect of small amount of al on the surface silanol structure and their correlation to the improved catalytic performance of wox sio al o in the propene self metathesis elsevi ltdsurface silanol structure acid property and tungsten dispersion of the sol gel derive w sio xal o x wt be investigate by mean of si al and h mas nmr nh tpd in situ nh ir spectroscopy xrd and raman spectroscopy the surface silanol structure change upon al and tungsten loading however load of wt al o appear to be the threshold for preserve the si oh al with isolate bridge after impregnation of wt w the w sio al o wt al o be also find to exhibit the low ratio of bronsted to lewis acid with the high amount of lewis acid site and the good catalyst performance in propene self metathesis at c in term of both propene conversion and ethylene butene selectivity despite its low tungsten dispersion the metathesis activity be correlate well with the high amount of tungsten carbene specie which be form on the catalyst contain high isolated bridge silanol and the presence of high lewis acid site
425,Conversion of Hydrilla verticillata to bio-oil and charcoal using a continuous pyrolysis reactor,"© 2018 Informa UK Limited, trading as Taylor & Francis Group.This research investigates the conversion of Hydrillaverticillata into bio-oil and charcoal through a continuous pyrolysis process. The pyrolysis was carried out at a controlled temperature in the range of 300–700°C. The bio-oil and charcoal were analyzed using elemental analysis, chemical composition, and Scanning Electron Microscope-Energy Dispersive X-ray (SEM-EDS). At the highest temperature of 700°C the maximum product yield of bio-oil (41.25%) was found, while the maximum product yield of charcoal was 44.98% at 300°C. These results indicate the influence of temperature variation. The analysis of the Hydrillaverticillata mixture found a great portion of large molecules, including phenols (-OH), esters (-C=O), aldehydes (-CHO), and ketones (-C=O). The SEM analysis of the charcoal determined the enhancement of specific surface areas and microporosity, indicating an active diffusion rate, which may make the product suitable for fuel applications.","['PE', 'CHE']",conversion of hydrilla verticillata to bio oil and charcoal use a continuous pyrolysis reactor informa uk limited trading as taylor francis group this research investigate the conversion of hydrillaverticillata into bio oil and charcoal through a continuous pyrolysis process the pyrolysis be carry out at a control temperature in the range of c the bio oil and charcoal be analyze use elemental analysis chemical composition and scan electron microscope energy dispersive x ray sem ed at the high temperature of c the maximum product yield of bio oil be find while the maximum product yield of charcoal be at c these result indicate the influence of temperature variation the analysis of the hydrillaverticillata mixture find a great portion of large molecule include phenol oh ester c o aldehyde cho and ketone c o the sem analysis of the charcoal determine the enhancement of specific surface area and microporosity indicate an active diffusion rate which may make the product suitable for fuel application
426,Final Electrical Test Process Enhancement for Integrated Circuits,"© 2019 IEEE.This research was conducted in a manufacturing company producing integrated circuits for global customers. The purpose of this research was to identify ways to reduce invalid defects from the contact open test in the final test process. A cause and effect diagram was used to identify possible causes of problems. After identifying the root causes, they were prioritised by applying the Pareto concept to Failure Mode and Effects Analysis (FMEA) to identify the causes with the most significant impact. The AHP (Analytic Hierarchy Process) method was then used to select the most appropriate machine while Design of Experiment (DOE) was carried out to find the significant factors and optimal parameter settings. In addition, the control plan and standard operating procedure were developed to eliminate other defects. Based on the result, this research was a successful solution for the company since it reduced the defect rates as expected. The results showed significant defect reduction after the improvement process from 2% to 0.5% in Aug 2018. Moreover, the decreasing of scraps in finished goods enabled cost-savings amounting to nearly one million baht per year.","['EE', 'EDU', 'IE', 'MATSCI']",final electrical test process enhancement for integrated circuit ieee this research be conduct in a manufacture company produce integrated circuit for global customer the purpose of this research be to identify way to reduce invalid defect from the contact open test in the final test process a cause and effect diagram be use to identify possible cause of problem after identify the root cause they be prioritise by apply the pareto concept to failure mode and effect analysis fmea to identify the cause with the most significant impact the ahp analytic hierarchy process method be then use to select the most appropriate machine while design of experiment doe be carry out to find the significant factor and optimal parameter setting in addition the control plan and standard operating procedure be develop to eliminate other defect base on the result this research be a successful solution for the company since it reduce the defect rate as expect the result show significant defect reduction after the improvement process from to in aug moreover the decreasing of scrap in finish good enable cost saving amount to nearly one million baht per year
427,Cloud Infrastructure Design Model for Green Smart City: Case Study of Electricity Generating Authority of Thailand,"© Springer Nature Singapore Pte Ltd 2020.“EGAT Eco Plus” is a smart city initiative of Electricity Generating Authority of Thailand (EGAT). To design the cloud infrastructure to support applications in the smart city, we need a modular design model which can dynamically adjust requirements and system parameters. This paper proposes the concept of smart city cloud controller which aims to provide so-called green service resource allocation by maximizing green i.e. renewable energy usage for data centers. Based on our formulated linear programming, our proposed SCCC model can provide green service resource allocation for data centers by maximizing the green energy usage. We evaluate the SCCC formulation with the green energy usage per each data center and overall of green energy usage in optimizing green metrics. Afterward, we compare our model with a well-known algorithm for solving the resource allocation problem i.e. round-robin. The model can be applied in the smart city whose data centers have different accessibility to on-site renewable energy sources. Besides, the proposed model can adjust parameters which are design criteria for green computing; the size of tasks, different power sources; and can be used as design guidelines for green computing in smart cities with more than one power source; grid, on-site renewable energy, battery energy storage.","['PE', 'EE', 'CPE', 'IE']",cloud infrastructure design model for green smart city case study of electricity generating authority of thailand springer nature singapore pte ltd egat eco plus be a smart city initiative of electricity generating authority of thailand egat to design the cloud infrastructure to support application in the smart city we need a modular design model which can dynamically adjust requirement and system parameter this paper propose the concept of smart city cloud controller which aim to provide so call green service resource allocation by maximize green I e renewable energy usage for datum center base on our formulate linear program our propose sccc model can provide green service resource allocation for datum center by maximize the green energy usage we evaluate the sccc formulation with the green energy usage per each datum center and overall of green energy usage in optimize green metric afterward we compare our model with a well know algorithm for solve the resource allocation problem I e round robin the model can be apply in the smart city whose data center have different accessibility to on site renewable energy source besides the propose model can adjust parameter which be design criterion for green compute the size of task different power source and can be use as design guideline for green computing in smart city with more than one power source grid on site renewable energy battery energy storage
428,Probing the promotional roles of cerium in the structure and performance of Cu/SiO2 catalysts for ethanol production,"© 2018 The Royal Society of Chemistry.In this contribution, the efficient hydrogenation of dimethyl oxalate (DMO) to ethanol was achieved over a series of cerium promoted Cu/SiO2 (xCe-Cu/SiO2) catalysts prepared by a urea-assisted gelation approach. As a promoter, Ce played a crucial role in improving the structure, properties and catalytic performance of the Cu/SiO2 catalysts. The structure and chemical properties of the synthesized catalysts were characterized by XRD, FT-IR, in situ XRD, TEM, STEM-EDX mapping, N2O titration, H2-TPR, H2-TPD, XPS, XAES, etc. The characterization results disclosed that the addition of a Ce promoter to the Cu/SiO2 catalysts remarkably increased the Cu dispersion and retarded the sintering of small-sized Cu species. The strong interaction between the Ce promoter and Cu species substantially changed the redox properties of xCe-Cu/SiO2 catalysts and made the Cu2+ species easy to reduce. In addition, the activation ability of H2 species was significantly improved in the xCe-Cu/SiO2 catalysts, as evidenced by H2-TPD studies. Among these synthesized catalysts, the 1Ce-Cu/SiO2 catalyst with a 1.0 wt% Ce loading exhibited the highest catalytic activity (100% DMO conversion), ethanol selectivity (91.8%) and stability. This enhancement of catalytic activity, ethanol selectivity and stability is very promising for the development of an alternative route for the production of ethanol by hydrogenation of DMO from syngas.","['METAL', 'CHE']",probe the promotional role of cerium in the structure and performance of cu sio catalyst for ethanol production the royal society of chemistry in this contribution the efficient hydrogenation of dimethyl oxalate dmo to ethanol be achieve over a series of cerium promote cu sio xce cu sio catalyst prepare by a urea assist gelation approach as a promoter ce play a crucial role in improve the structure property and catalytic performance of the cu sio catalyst the structure and chemical property of the synthesized catalyst be characterize by xrd ft ir in situ xrd tem stem edx mapping n o titration h tpr h tpd xps xaes etc the characterization result disclose that the addition of a ce promoter to the cu sio catalyst remarkably increase the cu dispersion and retard the sintering of small sized cu specie the strong interaction between the ce promoter and cu specie substantially change the redox property of xce cu sio catalyst and make the cu specie easy to reduce in addition the activation ability of h specie be significantly improve in the xce cu sio catalyst as evidence by h tpd study among these synthesize catalyst the ce cu sio catalyst with a wt ce loading exhibit the high catalytic activity dmo conversion ethanol selectivity and stability this enhancement of catalytic activity ethanol selectivity and stability be very promising for the development of an alternative route for the production of ethanol by hydrogenation of dmo from syngas
429,Development of modified airlift reactor (MALR) for improving oxygen transfer: optimize design and operation condition using ‘design of experiment’ methodology,"© 2019, © 2019 Informa UK Limited, trading as Taylor & Francis Group.Oxygen scarcity may significantly affect the process performance since it has low aqueous solubility and high demand by chemical and biological processes. The oxygen mass transfer is therefore necessary to enhance. This work aimed to develop the gas-liquid reactor, named Modified Airlift Reactor (MALR) for improving the oxygen transfer efficiency in terms of internal configurations and aeration parameters by equipping a vertical baffle for creating liquid circulation phenomena, and installing slanted baffles in the reactor riser to extend air-bubbles retention time and to improve their distributions. Since extremum conditions of the investigated factors may inefficient, optimum levels are required to identify. 2 k factorial and response surface design of Design of Experiment (DOE) methodology were applied to optimize these complex variables in terms of overall liquid mass transfer coefficient (K L a) of clean water. As a result, the main effective factors of MALR with their optimum value are amount of baffles (N b ∼ 3 baffles), baffle angle (α ∼ 50°), position of base area (Y r ∼ 10 cm), open space on baffle (A s ∼ 90 cm2), and gas flow (Qg). Increasing Qg resulted better K L a for the studied ranges (2–18 LPM). At the optimum condition, the improvement of MALR in terms of K L a coefficient was increased up to 97% and 28% compared to the regular bubble column and airlift reactor, respectively, at a certain gas flow without any extra energy. The correlation models of K L a coefficient with significant variables and power consumption were constructed for future estimation purposes.","['ME', 'CHE', 'EDU']",development of modify airlift reactor malr for improve oxygen transfer optimize design and operation condition use design of experiment methodology informa uk limited trading as taylor francis group oxygen scarcity may significantly affect the process performance since it have low aqueous solubility and high demand by chemical and biological process the oxygen mass transfer be therefore necessary to enhance this work aim to develop the gas liquid reactor name modify airlift reactor malr for improve the oxygen transfer efficiency in term of internal configuration and aeration parameter by equip a vertical baffle for create liquid circulation phenomena and instal slant baffle in the reactor riser to extend air bubble retention time and to improve their distribution since extremum condition of the investigate factor may inefficient optimum level be require to identify k factorial and response surface design of design of experiment doe methodology be apply to optimize these complex variable in term of overall liquid mass transfer coefficient k l a of clean water as a result the main effective factor of malr with their optimum value be amount of baffle n b baffle baffle angle α position of base area y r cm open space on baffle a s cm and gas flow qg increase qg result well k l a for the studied range lpm at the optimum condition the improvement of malr in term of k l a coefficient be increase up to and compare to the regular bubble column and airlift reactor respectively at a certain gas flow without any extra energy the correlation model of k l a coefficient with significant variable and power consumption be construct for future estimation purpose
430,Zinc-air battery dynamics' identification using transfer functions and hammerstein-wiener models,"© 2019 IEEE.This work aims to identify the dynamic behavior of a prototype tubular zinc-air battery by using a behavioral modeling approach. The class of models used to predict the behavior of the battery are as follows: linear transfer function and nonlinear Hammerstein-Wiener (HW) model. Model parameter estimation was implemented in MATLAB and the response data test was categorized into three sections including single-step, multi-step and random-step responses. With respect to single-step response, both the transfer function and HW model were able to predict the response curve. As expected, the linear model exhibited lower accuracy than the nonlinear model. For multi-step and random-step responses with various step-size, the linear model cannot cope with the experimental behavior and is not able to provide accurate prediction of battery dynamics. One of the first conclusions of the study was that the nonlinear characteristic of the battery cannot be ignored, and the linear model might be inappropriate to predict the dynamic behavior of the battery. The second result was that the nonlinear model with a classic structure was able to predict the response with various step size precisely. Results implied that the HW model proved to be a versatile choice for use within a zinc-air battery system.","['METAL', 'EE', 'CPE', 'MATH']",zinc air battery dynamic identification use transfer function and hammerstein wiener model ieee this work aim to identify the dynamic behavior of a prototype tubular zinc air battery by use a behavioral modeling approach the class of model use to predict the behavior of the battery be as follow linear transfer function and nonlinear hammerstein wiener hw model model parameter estimation be implement in matlab and the response datum test be categorize into three section include single step multi step and random step response with respect to single step response both the transfer function and hw model be able to predict the response curve as expect the linear model exhibit low accuracy than the nonlinear model for multi step and random step response with various step size the linear model can not cope with the experimental behavior and be not able to provide accurate prediction of battery dynamic one of the first conclusion of the study be that the nonlinear characteristic of the battery can not be ignore and the linear model might be inappropriate to predict the dynamic behavior of the battery the second result be that the nonlinear model with a classic structure be able to predict the response with various step size precisely result imply that the hw model prove to be a versatile choice for use within a zinc air battery system
431,Effect of Drop-out Layers Inside an Long Short-Term Memory for Household Load Forecast Application,"© 2023 IEEE.Ensuring precise power load forecasting is highly important in planning the secure, steady, and cost-effective functioning of the power system. Grid planning and decision-making can be based on accurate long- and short-term power load forecasting. Recently, machine learning techniques have gained wide-spread adoption for both long- and short-term power load forecasting. Specifically, the Long Short-Term Memory (LSTM) is customized for time series data analysis. This research proposes an LSTM model for forecasting the power load of a single house containing electrical appliances over the next 20 days. We conducted a comparative analysis of the impact of dropout layers in load forecasting applications using the LSTM model. The proposed model comprises dropout rates of 0.2, 0.3, 0.4, 0.5, and 0.6, respectively. Their impact on load forecasting is examined. The experimental results demonstrate slight variations in predictions when altering dropout layers. The results show that the effect of dropout layers on the forecast varies the accuracy by only approximately 1%. However, the models with significant dropout rates are more general than those with lower or higher rates. So the model with a dropout rate of 0.4 is suggested.","['BME', 'IE', 'MATH']",effect of drop out layer inside an long short term memory for household load forecast application ieee ensure precise power load forecasting be highly important in plan the secure steady and cost effective functioning of the power system grid planning and decision making can be base on accurate long and short term power load forecasting recently machine learn technique have gain wide spread adoption for both long and short term power load forecast specifically the long short term memory lstm be customize for time series datum analysis this research propose an lstm model for forecast the power load of a single house contain electrical appliance over the next day we conduct a comparative analysis of the impact of dropout layer in load forecasting application use the lstm model the propose model comprise dropout rate of and respectively their impact on load forecasting be examine the experimental result demonstrate slight variation in prediction when alter dropout layer the result show that the effect of dropout layer on the forecast vary the accuracy by only approximately however the model with significant dropout rate be more general than those with low or high rate so the model with a dropout rate of be suggest
432,Improve Traffic Prediction Using Accident Embedding on Ensemble Deep Neural Networks,"© 2019 IEEE.Traffic Prediction in a large-scale network has become an important topic of an intelligent transportation system (ITS). The problem is challenging due to various nonlinear temporal and difficulty for longer-step ahead prediction. The recurring congestion on rush-hour and non-recurring congestion on accidents are the main patterns. While most of the previously proposed techniques focus on rush-hour, unexpected accidents that affect local traffic were not considered in these works. To improve the prediction, we propose an ensemble deep neural network to archive the recurring and non-recurring congestion together combining CNN and LSTM architectures. Furthermore, the accident information is utilized and embedded using stacked autoencoder. An experiment was conducted on two data sets: England's Highways and Thailand's Expressways. The results showed that a combination of CNN and LSTM can be improved by using an embedded vector of accident information.","['CPE', 'SAFETY']",improve traffic prediction use accident embed on ensemble deep neural network ieee traffic prediction in a large scale network have become an important topic of an intelligent transportation system its the problem be challenge due to various nonlinear temporal and difficulty for long step ahead prediction the recur congestion on rush hour and non recur congestion on accident be the main pattern while most of the previously propose technique focus on rush hour unexpected accident that affect local traffic be not consider in these work to improve the prediction we propose an ensemble deep neural network to archive the recur and non recur congestion together combine cnn and lstm architecture furthermore the accident information be utilize and embed use stack autoencoder an experiment be conduct on two datum set england s highway and thailand s expressway the result show that a combination of cnn and lstm can be improve by use an embed vector of accident information
433,Comprehensive investigation on bond mechanism of embedded through-section fiber-reinforced polymer bars to concrete for structural analysis,"© 2020 Elsevier LtdThis study investigates the bond behavior between embedded through-section (ETS) fiber-reinforced polymer (FRP) bars and concrete, as well as its effect on the structural performance of beams strengthened in shear with ETS bars, through experiments, analytical evaluations, and numerical simulations. A series of pullout tests was carried out to analyze the bond mechanism between ETS bars and concrete for various influences such as embedment length and ETS stiffness. Together with previous data, a comprehensive analytical method for defining the ETS–concrete interfacial profile is proposed. Additionally, the proposed bond model is used to build a new method of predicting the ETS shear resisting force and assessing the absorption energy of strengthened beams. Results indicate that the developed bond model is reasonable for simulating ETS–concrete interfaces, and the method for deriving the shear contribution of ETS FRP bars through bonding-based mechanism shows good performance compared to other shear models. Bonding parameters such as interfacial ductility index (B) and interfacial energy (Gf) are observed to strongly affect the performance of strengthened members. Moreover, finite element (FE) simulations of beams strengthened with ETS bars were conducted, and the proposed bonding approach was utilized. Comparisons between the results achieved from FE modeling and experiments clarify that FE simulation with the proposed bond model is effective for analyzing shear strengthened beams by ETS bars.","['CE', 'METAL', 'ME', 'MATENG', 'MATSCI']",comprehensive investigation on bond mechanism of embed through section fiber reinforce polymer bar to concrete for structural analysis elsevier ltdthis study investigate the bond behavior between embed through section et fiber reinforce polymer frp bar and concrete as well as its effect on the structural performance of beam strengthen in shear with et bar through experiment analytical evaluation and numerical simulation a series of pullout test be carry out to analyze the bond mechanism between et bar and concrete for various influence such as embedment length and et stiffness together with previous datum a comprehensive analytical method for define the et concrete interfacial profile be propose additionally the propose bond model be use to build a new method of predict the et shear resist force and assess the absorption energy of strengthen beam result indicate that the develop bond model be reasonable for simulate et concrete interface and the method for derive the shear contribution of et frp bar through bond base mechanism show good performance compare to other shear model bond parameter such as interfacial ductility index b and interfacial energy gf be observe to strongly affect the performance of strengthen member moreover finite element fe simulation of beam strengthen with et bar be conduct and the propose bonding approach be utilize comparison between the result achieve from fe modeling and experiment clarify that fe simulation with the propose bond model be effective for analyze shear strengthen beam by et bar
434,A study of vehicular desynchronization for platooning application,"© 2017 IEEE.Platooning is a challenging application because it requires a frequent rate of beaconing. Performance of traditional Carrier Sense Multiple Access with Collision Avoidance method (CSMA/CA) on IEEE 802.11p is unable to satisfy for platooning needs due to unbounded delay especially under high channel load. Several researches about platooning are involved with medium access control (MAC) layer modification in a protocol stack and/or does not support variable number of vehicles and/or have a single point of failure. In this paper, we propose to use a vehicular desynchronization TDMA-based protocol over off-the-shelf IEEE 802.11p, while supporting vehicles joining and leaving a platoon and having no single point of failure. We recommend a range of parameters that are suitable for the platooning application. Our evaluation shows that using our suggested parameters, the vehicular desynchronization protocol could support a high-frequency beaconing with up to 16 vehicles at 100 Hz beaconing.",['CPE'],a study of vehicular desynchronization for platoone application ieee platoone be a challenging application because it require a frequent rate of beacon performance of traditional carrier sense multiple access with collision avoidance method csma can on ieee p be unable to satisfy for platoone need due to unbounded delay especially under high channel load several research about platoone be involve with medium access control mac layer modification in a protocol stack and or do not support variable number of vehicle and or have a single point of failure in this paper we propose to use a vehicular desynchronization tdma base protocol over off the shelf ieee p while support vehicle join and leave a platoon and have no single point of failure we recommend a range of parameter that be suitable for the platoone application our evaluation show that use our suggest parameter the vehicular desynchronization protocol could support a high frequency beacon with up to vehicle at hz beacon
